"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP018714","AP018715","Ben","Bill","Bob","Bop","CCS1","Car","Carl","KY549443","NC_027335","NC_029009","NC_029026","Tex","V12","phief24c_oriented"
"group_87","","hypothetical protein","6","6","1","1","195","1","301","","143","143","143","NIGGIMMC_00130","ENPKHIHN_00127","","","","","JEFDOCMN_00008","","","APLKDIED_00179","EFIMCMEB_00183","","","BOCOCLFO_00009","",""
"group_112","","hypothetical protein","5","5","1","1","71","1","391","","623","629","626","","","AMNIBMGE_00144","DIEEDFHO_00064","","KEBGJNKE_00066","","","","","","MHALOBAC_00065","","","FLJIFKPE_00068",""
"group_120","","hypothetical protein","5","5","1","1","193","1","300","","212","212","212","","","AMNIBMGE_00198","DIEEDFHO_00011","","","JEFDOCMN_00009","","","","","MHALOBAC_00015","","BOCOCLFO_00010","",""
"group_122","","hypothetical protein","5","5","1","1","160","1","267","","182","203","195","","","","","FGBNBECL_00021","","","EGEOBHOM_00019","NGDEOPKE_00005","","","","IJMJAIPA_00056","","","OOCDCBIJ_00031"
"group_16","I4L","hypothetical protein","5","5","1","1","82","1","380","","368","1574","710","NIGGIMMC_00185","ENPKHIHN_00184","","","FGBNBECL_00078","","","EGEOBHOM_00076","NGDEOPKE_00066","","","","","","",""
"group_173","","hypothetical protein","5","5","1","1","158","1","302","","227","227","227","","ENPKHIHN_00128","","","","","","EGEOBHOM_00020","NGDEOPKE_00006","","","","IJMJAIPA_00054","","","OOCDCBIJ_00033"
"group_174","","hypothetical protein","5","5","1","1","252","1","154","","128","131","130","","","AMNIBMGE_00004","","","KEBGJNKE_00209","","","","APLKDIED_00195","","","","BOCOCLFO_00195","FLJIFKPE_00001",""
"group_176","","hypothetical protein","5","5","1","1","289","1","119","","269","269","269","","","AMNIBMGE_00028","DIEEDFHO_00168","","KEBGJNKE_00185","","","","","","MHALOBAC_00183","","","FLJIFKPE_00188",""
"group_186","","hypothetical protein","5","5","1","1","441","2","14","","2411","2414","2412","","","AMNIBMGE_00067","DIEEDFHO_00129","","KEBGJNKE_00145","","","","","","MHALOBAC_00142","","","FLJIFKPE_00149",""
"group_196","","hypothetical protein","5","5","1","1","32","1","52","","557","557","557","","","AMNIBMGE_00153","DIEEDFHO_00055","","KEBGJNKE_00057","","","","","","MHALOBAC_00055","","","FLJIFKPE_00059",""
"group_206","","hypothetical protein","5","5","1","1","174","1","274","","164","164","164","","","AMNIBMGE_00190","DIEEDFHO_00018","","KEBGJNKE_00023","","","","","","MHALOBAC_00022","","","FLJIFKPE_00029",""
"group_207","","hypothetical protein","5","5","1","1","3","1","170","","224","224","224","","","AMNIBMGE_00202","DIEEDFHO_00009","","KEBGJNKE_00013","","","","","","MHALOBAC_00011","","","FLJIFKPE_00019",""
"group_209","","hypothetical protein","5","5","1","1","624","1","162","","278","278","278","","","AMNIBMGE_00210","","","","JEFDOCMN_00002","","","APLKDIED_00187","","","","BOCOCLFO_00001","FLJIFKPE_00011",""
"group_216","","hypothetical protein","5","5","1","1","184","1","290","","518","518","518","","","","","","KEBGJNKE_00021","JEFDOCMN_00015","","","APLKDIED_00172","","","","BOCOCLFO_00017","FLJIFKPE_00027",""
"group_251","","hypothetical protein","5","5","1","1","220","1","254","","305","311","306","NIGGIMMC_00121","ENPKHIHN_00118","","","","","","EGEOBHOM_00011","NGDEOPKE_00207","","EFIMCMEB_00192","","","","",""
"group_271","","hypothetical protein","5","5","1","1","591","1","242","","245","245","245","","ENPKHIHN_00113","","","FGBNBECL_00001","","","","","","EFIMCMEB_00200","","IJMJAIPA_00076","","","OOCDCBIJ_00005"
"group_274","","hypothetical protein","5","5","1","1","157","1","303","","272","272","272","","ENPKHIHN_00129","","","","","","EGEOBHOM_00021","NGDEOPKE_00007","","","","IJMJAIPA_00053","","","OOCDCBIJ_00034"
"group_276","","hypothetical protein","5","5","1","1","132","1","330","","473","473","473","","ENPKHIHN_00150","","","FGBNBECL_00045","","","EGEOBHOM_00043","NGDEOPKE_00029","","","","IJMJAIPA_00030","","",""
"group_293","","Ig-like virion protein","5","5","1","1","430","2","33","","2012","3269","2766","","","AMNIBMGE_00060","DIEEDFHO_00136","","KEBGJNKE_00152","","","","","","MHALOBAC_00149","","","FLJIFKPE_00156",""
"group_3","","hypothetical protein","5","5","1","1","382","3","13","","92","1061","540","","ENPKHIHN_00004","","","FGBNBECL_00100","","","","NGDEOPKE_00090","","EFIMCMEB_00104","","IJMJAIPA_00185","","",""
"group_306","","hypothetical protein","5","5","1","1","313","1","3","","548","548","548","","","AMNIBMGE_00136","DIEEDFHO_00072","","KEBGJNKE_00074","","","","","","MHALOBAC_00073","","","FLJIFKPE_00076",""
"group_308","","Thymidylate synthase","5","5","1","1","72","1","390","","962","962","962","","","AMNIBMGE_00145","DIEEDFHO_00063","","KEBGJNKE_00065","","","","","","MHALOBAC_00064","","","FLJIFKPE_00067",""
"group_316","","hypothetical protein","5","5","1","1","50","1","22","","446","470","455","","","AMNIBMGE_00171","DIEEDFHO_00037","","KEBGJNKE_00040","","","","","","MHALOBAC_00038","","","FLJIFKPE_00045",""
"group_324","","hypothetical protein","5","5","1","1","9","1","72","","251","251","251","","","AMNIBMGE_00196","DIEEDFHO_00012","","KEBGJNKE_00017","","","","","","MHALOBAC_00016","","","FLJIFKPE_00023",""
"group_325","","hypothetical protein","5","5","1","1","629","1","96","","188","188","188","","","AMNIBMGE_00201","","","KEBGJNKE_00014","","","","","","MHALOBAC_00012","","BOCOCLFO_00005","FLJIFKPE_00020",""
"group_327","","hypothetical protein","5","5","1","1","216","1","90","","179","179","179","","","AMNIBMGE_00205","DIEEDFHO_00005","","KEBGJNKE_00009","","","","","","MHALOBAC_00008","","","FLJIFKPE_00015",""
"group_328","","hypothetical protein","5","5","1","1","215","1","91","","197","197","197","","","AMNIBMGE_00206","DIEEDFHO_00004","","KEBGJNKE_00008","","","","","","MHALOBAC_00007","","","FLJIFKPE_00014",""
"group_329","","hypothetical protein","5","5","1","1","2","1","92","","191","191","191","","","AMNIBMGE_00207","DIEEDFHO_00003","","KEBGJNKE_00007","","","","","","MHALOBAC_00006","","","FLJIFKPE_00013",""
"group_337","","hypothetical protein","5","5","1","1","583","1","237","","272","290","286","","","","","FGBNBECL_00206","","","EGEOBHOM_00203","NGDEOPKE_00193","","","","IJMJAIPA_00081","","","OOCDCBIJ_00214"
"group_402","","hypothetical protein","5","5","1","1","514","2","2","","662","662","662","NIGGIMMC_00059","","","","FGBNBECL_00156","","","EGEOBHOM_00158","NGDEOPKE_00146","","","","IJMJAIPA_00130","","",""
"group_416","","hypothetical protein","5","5","1","1","571","1","187","","365","365","365","NIGGIMMC_00095","ENPKHIHN_00095","","","","","","EGEOBHOM_00192","NGDEOPKE_00182","","EFIMCMEB_00006","","","","",""
"group_423","","hypothetical protein","5","5","1","1","119","1","346","","317","317","317","NIGGIMMC_00163","","","","","","","EGEOBHOM_00055","NGDEOPKE_00041","","EFIMCMEB_00148","","IJMJAIPA_00019","","",""
"group_425","","DNA endonuclease I-HmuI","5","5","1","1","78","1","375","","518","518","518","NIGGIMMC_00187","ENPKHIHN_00186","","","","","","EGEOBHOM_00077","NGDEOPKE_00069","","EFIMCMEB_00123","","","","",""
"group_448","","hypothetical protein","5","5","1","1","238","1","128","","548","548","548","","","AMNIBMGE_00020","DIEEDFHO_00176","","KEBGJNKE_00193","","","","","","MHALOBAC_00191","","","FLJIFKPE_00196",""
"group_468","","hypothetical protein","5","5","1","1","410","4","10","","473","473","473","","","AMNIBMGE_00082","DIEEDFHO_00113","","KEBGJNKE_00130","","","","","","MHALOBAC_00127","","","FLJIFKPE_00134",""
"group_47","","hypothetical protein","5","5","1","1","515","2","113","","479","479","479","NIGGIMMC_00060","ENPKHIHN_00061","","","FGBNBECL_00157","","","EGEOBHOM_00159","","","","","IJMJAIPA_00129","","",""
"group_475","","tRNA-Cys(gca)","5","5","1","1","357","1","409","","72","72","72","","","AMNIBMGE_00102","","","KEBGJNKE_00110","","","","","","MHALOBAC_00107","","BOCOCLFO_00093","FLJIFKPE_00112",""
"group_476","","tRNA-Ser(tga)","5","5","1","1","349","1","438","","88","88","88","","","AMNIBMGE_00119","DIEEDFHO_00089","","KEBGJNKE_00092","JEFDOCMN_00077","","","","","MHALOBAC_00090","","","",""
"group_484","","hypothetical protein","5","5","1","1","314","1","4","","737","737","737","","","AMNIBMGE_00137","DIEEDFHO_00071","","KEBGJNKE_00073","","","","","","MHALOBAC_00072","","","FLJIFKPE_00075",""
"group_487","","hypothetical protein","5","5","1","1","323","1","395","","329","329","329","","","AMNIBMGE_00140","DIEEDFHO_00068","","KEBGJNKE_00070","","","","","","MHALOBAC_00069","","","FLJIFKPE_00072",""
"group_488","","hypothetical protein","5","5","1","1","324","1","394","","263","263","263","","","AMNIBMGE_00141","DIEEDFHO_00067","","KEBGJNKE_00069","","","","","","MHALOBAC_00068","","","FLJIFKPE_00071",""
"group_489","","hypothetical protein","5","5","1","1","325","1","393","","467","467","467","","","AMNIBMGE_00142","DIEEDFHO_00066","","KEBGJNKE_00068","","","","","","MHALOBAC_00067","","","FLJIFKPE_00070",""
"group_494","","hypothetical protein","5","5","1","1","49","1","39","","398","398","398","","","AMNIBMGE_00170","DIEEDFHO_00038","","KEBGJNKE_00041","","","","","","MHALOBAC_00039","","","FLJIFKPE_00046",""
"group_518","","hypothetical protein","5","5","1","1","92","1","366","","152","152","152","","","","","FGBNBECL_00075","","","EGEOBHOM_00073","NGDEOPKE_00058","","","","IJMJAIPA_00002","","","OOCDCBIJ_00087"
"group_56","","hypothetical protein","5","5","1","1","100","1","359","","176","437","384","NIGGIMMC_00176","","","","FGBNBECL_00069","","","EGEOBHOM_00067","","","EFIMCMEB_00136","","IJMJAIPA_00008","","",""
"group_60","","hypothetical protein","5","5","1","1","243","1","143","","746","761","750","","","AMNIBMGE_00009","DIEEDFHO_00187","","","","","","","","MHALOBAC_00203","","BOCOCLFO_00191","FLJIFKPE_00207",""
"group_71","","hypothetical protein","5","5","1","1","31","1","16","","260","266","261","","","","","","KEBGJNKE_00054","JEFDOCMN_00045","","","","","MHALOBAC_00050","","BOCOCLFO_00047","FLJIFKPE_00056",""
"group_102","","hypothetical protein","4","4","1","1","109","1","352","","539","890","747","","ENPKHIHN_00165","","","FGBNBECL_00062","","","","","","EFIMCMEB_00143","","","","","OOCDCBIJ_00073"
"group_135","","hypothetical protein","4","4","1","1","537","2","115","","419","419","419","NIGGIMMC_00063","ENPKHIHN_00064","","","","","","","NGDEOPKE_00150","","EFIMCMEB_00038","","","","",""
"group_141","","hypothetical protein","4","4","1","1","234","1","186","","242","257","249","NIGGIMMC_00099","ENPKHIHN_00099","","","","","","","","","EFIMCMEB_00002","","IJMJAIPA_00093","","",""
"group_145","","hypothetical protein","4","4","1","1","209","1","82","","227","227","227","NIGGIMMC_00126","","","","","","","EGEOBHOM_00016","NGDEOPKE_00002","","EFIMCMEB_00188","","","","",""
"group_164","bnrdF","Ribonucleoside-diphosphate reductase subunit beta","4","4","1","1","83","1","381","","587","983","884","NIGGIMMC_00184","ENPKHIHN_00183","","","","","","","NGDEOPKE_00065","","EFIMCMEB_00125","","","","",""
"bnrdF","","Ribonucleoside-diphosphate reductase subunit beta","4","4","1","1","70","1","383","","329","983","819","","","","","FGBNBECL_00077","","","EGEOBHOM_00075","NGDEOPKE_00063","","","","","","","OOCDCBIJ_00092"
"group_17","I4L","Ribonucleoside-diphosphate reductase large subunit","4","4","1","1","79","1","378","","1154","1574","1259","NIGGIMMC_00186","ENPKHIHN_00185","","","","","","","NGDEOPKE_00068","","EFIMCMEB_00124","","","","",""
"group_175","","hypothetical protein","4","4","1","1","257","1","149","","455","455","455","","","AMNIBMGE_00006","DIEEDFHO_00191","","","","","","","","MHALOBAC_00003","","","FLJIFKPE_00211",""
"group_185","","hypothetical protein","4","4","1","1","425","2","13","","728","728","728","","","AMNIBMGE_00066","DIEEDFHO_00130","","KEBGJNKE_00146","","","","","","MHALOBAC_00143","","","",""
"group_192","","tRNA-Gly(tcc)","4","4","1","1","310","1","408","","72","72","72","","","AMNIBMGE_00124","","","KEBGJNKE_00087","","","","","","","","BOCOCLFO_00072","FLJIFKPE_00088",""
"group_210","","hypothetical protein","4","4","1","1","619","1","100","","377","695","536","","","AMNIBMGE_00213","DIEEDFHO_00197","","KEBGJNKE_00003","","","","","","","","","FLJIFKPE_00007",""
"group_212","","hypothetical protein","4","4","1","1","208","1","81","","134","134","134","","","","","FGBNBECL_00013","","","EGEOBHOM_00015","NGDEOPKE_00001","","","","IJMJAIPA_00062","","",""
"group_215","","hypothetical protein","4","4","1","1","620","1","158","","254","254","254","","","","","","KEBGJNKE_00002","","","","APLKDIED_00191","","","","BOCOCLFO_00199","FLJIFKPE_00006",""
"group_222","","hypothetical protein","4","4","1","1","137","1","326","","104","200","176","","","","","","","","EGEOBHOM_00039","NGDEOPKE_00025","","","","IJMJAIPA_00034","","","OOCDCBIJ_00052"
"group_227","","hypothetical protein","4","4","1","1","447","2","37","","1106","1106","1106","NIGGIMMC_00022","","","","","","","EGEOBHOM_00121","NGDEOPKE_00109","","EFIMCMEB_00082","","","","",""
"group_246","","hypothetical protein","4","4","1","1","575","1","226","","629","629","629","NIGGIMMC_00102","","","","FGBNBECL_00198","","","","","","EFIMCMEB_00213","","","","","OOCDCBIJ_00206"
"group_247","","hypothetical protein","4","4","1","1","578","1","182","","194","194","194","NIGGIMMC_00105","","","","FGBNBECL_00201","","","","","","EFIMCMEB_00210","","","","","OOCDCBIJ_00209"
"group_250","","hypothetical protein","4","4","1","1","222","1","241","","242","242","242","NIGGIMMC_00114","ENPKHIHN_00112","","","","","","","","","EFIMCMEB_00201","","","","","OOCDCBIJ_00004"
"group_254","","hypothetical protein","4","4","1","1","207","1","80","","173","176","173","NIGGIMMC_00125","","","","FGBNBECL_00012","","","","","","","","IJMJAIPA_00063","","","OOCDCBIJ_00022"
"group_256","","hypothetical protein","4","4","1","1","148","1","313","","380","380","380","NIGGIMMC_00137","ENPKHIHN_00136","","","","","","","","","EFIMCMEB_00176","","IJMJAIPA_00046","","",""
"group_266","","hypothetical protein","4","4","1","1","365","1","420","","95","284","236","NIGGIMMC_00194","","","","FGBNBECL_00086","","","EGEOBHOM_00084","NGDEOPKE_00076","","","","","","",""
"group_272","","hypothetical protein","4","4","1","1","213","1","259","","158","158","158","","ENPKHIHN_00122","","","FGBNBECL_00016","","","","","","","","IJMJAIPA_00061","","","OOCDCBIJ_00026"
"group_277","","hypothetical protein","4","4","1","1","84","1","370","","149","149","149","","ENPKHIHN_00181","","","","","","","NGDEOPKE_00061","","EFIMCMEB_00127","","","","","OOCDCBIJ_00090"
"group_279","","hypothetical protein","4","4","1","1","256","1","148","","275","275","275","","","AMNIBMGE_00005","DIEEDFHO_00192","","KEBGJNKE_00208","","","","","","","","","FLJIFKPE_00212",""
"group_312","","hypothetical protein","4","4","1","1","63","1","19","","254","257","254","","","AMNIBMGE_00159","DIEEDFHO_00049","","KEBGJNKE_00052","","","","","","","","BOCOCLFO_00045","",""
"group_318","","hypothetical protein","4","4","1","1","36","1","26","","368","377","374","","","AMNIBMGE_00179","DIEEDFHO_00029","","KEBGJNKE_00032","","","","","","","","","FLJIFKPE_00038",""
"group_354","","hypothetical protein","4","4","1","1","330","1","399","","239","239","239","","","","","","","JEFDOCMN_00060","","","APLKDIED_00130","","","","BOCOCLFO_00062","FLJIFKPE_00078",""
"group_364","","hypothetical protein","4","4","1","1","117","1","349","","413","413","413","","","","","","","","EGEOBHOM_00058","NGDEOPKE_00044","","EFIMCMEB_00145","","IJMJAIPA_00017","","",""
"group_37","","hypothetical protein","4","4","1","1","258","1","150","","173","488","409","","","","","","","","","","APLKDIED_00198","","MHALOBAC_00002","","BOCOCLFO_00193","FLJIFKPE_00210",""
"group_433","","hypothetical protein","4","4","1","1","233","1","185","","188","188","188","","ENPKHIHN_00100","","","FGBNBECL_00196","","","","","","","","IJMJAIPA_00092","","","OOCDCBIJ_00203"
"group_473","","tRNA-Gln(ttg)","4","4","1","1","371","1","410","","73","73","73","","","AMNIBMGE_00096","DIEEDFHO_00099","","","","","","","","MHALOBAC_00113","","","FLJIFKPE_00118",""
"group_481","","hypothetical protein","4","4","1","1","338","1","400","","797","797","797","","","AMNIBMGE_00132","DIEEDFHO_00076","","KEBGJNKE_00078","","","","","","MHALOBAC_00077","","","",""
"group_482","","hypothetical protein","4","4","1","1","317","1","1","","758","758","758","","","AMNIBMGE_00133","DIEEDFHO_00075","","KEBGJNKE_00077","","","","","","MHALOBAC_00076","","","",""
"group_483","","hypothetical protein","4","4","1","1","318","1","2","","239","239","239","","","AMNIBMGE_00134","DIEEDFHO_00074","","KEBGJNKE_00076","","","","","","MHALOBAC_00075","","","",""
"group_493","","hypothetical protein","4","4","1","1","26","1","14","","212","212","212","","","AMNIBMGE_00158","DIEEDFHO_00050","","KEBGJNKE_00053","","","","","","","","BOCOCLFO_00046","",""
"group_5","","hypothetical protein","4","4","1","1","384","3","4","","188","854","428","NIGGIMMC_00003","ENPKHIHN_00005","","","","","","EGEOBHOM_00102","","","EFIMCMEB_00103","","","","",""
"group_500","","hypothetical protein","4","4","1","1","192","1","298","","266","266","266","","","AMNIBMGE_00199","DIEEDFHO_00010","","","","","","","","MHALOBAC_00014","","","FLJIFKPE_00022",""
"group_508","","hypothetical protein","4","4","1","1","602","1","252","","350","350","350","","","","","FGBNBECL_00005","","","EGEOBHOM_00008","NGDEOPKE_00204","","","","","","","OOCDCBIJ_00012"
"group_522","","hypothetical protein","4","4","1","1","465","2","55","","992","992","992","","","","","FGBNBECL_00132","","","EGEOBHOM_00134","NGDEOPKE_00122","","","","","","","OOCDCBIJ_00142"
"group_545","","hypothetical protein","4","4","1","1","331","1","454","","764","764","764","","","","","","","JEFDOCMN_00061","","","APLKDIED_00129","","","","BOCOCLFO_00063","FLJIFKPE_00079",""
"group_546","","hypothetical protein","4","4","1","1","332","1","453","","815","815","815","","","","","","","JEFDOCMN_00062","","","APLKDIED_00128","","","","BOCOCLFO_00064","FLJIFKPE_00080",""
"group_55","","hypothetical protein","4","4","1","1","99","1","358","","224","437","383","","ENPKHIHN_00171","","","","","","EGEOBHOM_00066","NGDEOPKE_00052","","","","","","","OOCDCBIJ_00080"
"group_94","","hypothetical protein","4","4","1","1","113","1","60","","158","293","254","NIGGIMMC_00168","","","","","","","EGEOBHOM_00060","NGDEOPKE_00046","","","","IJMJAIPA_00015","","",""
"group_124","","hypothetical protein","3","3","1","1","387","3","15","","218","788","598","","ENPKHIHN_00008","","","","","","EGEOBHOM_00105","","","EFIMCMEB_00100","","","","",""
"group_131","","hypothetical protein","3","3","1","1","429","2","12","","2006","4223","3132","NIGGIMMC_00035","","","","","","JEFDOCMN_00138","","","","","","","BOCOCLFO_00135","",""
"group_146","","hypothetical protein","3","3","1","1","196","1","262","","143","143","143","NIGGIMMC_00128","ENPKHIHN_00126","","","","","","","","","EFIMCMEB_00185","","","","",""
"group_160","","hypothetical protein","3","3","1","1","104","1","354","","149","344","279","","","","","","","","EGEOBHOM_00062","NGDEOPKE_00048","","EFIMCMEB_00141","","","","",""
"group_163","","hypothetical protein","3","3","1","1","22","1","367","","152","152","152","NIGGIMMC_00182","ENPKHIHN_00178","","","","","","","","","EFIMCMEB_00130","","","","",""
"group_172","","hypothetical protein","3","3","1","1","219","1","258","","254","254","254","","ENPKHIHN_00121","","","","","","","","","","","","","FLJIFKPE_00017","OOCDCBIJ_00018"
"group_19","","hypothetical protein","3","3","1","1","260","1","107","","176","440","352","","","AMNIBMGE_00010","DIEEDFHO_00186","","","","","","","","","","BOCOCLFO_00190","",""
"group_208","","hypothetical protein","3","3","1","1","214","1","169","","215","215","215","","","AMNIBMGE_00204","","","KEBGJNKE_00011","","","","","","MHALOBAC_00009","","","",""
"group_211","","hypothetical protein","3","3","1","1","246","1","142","","545","545","545","","","","DIEEDFHO_00188","","KEBGJNKE_00204","","","","","","MHALOBAC_00204","","","",""
"group_213","","hypothetical protein","3","3","1","1","12","1","305","","305","305","305","","","","","FGBNBECL_00027","","","","","","","","IJMJAIPA_00050","","","OOCDCBIJ_00038"
"group_214","","hypothetical protein","3","3","1","1","570","1","220","","350","353","352","","","","","FGBNBECL_00191","","","","","","","","IJMJAIPA_00097","","","OOCDCBIJ_00198"
"group_217","","hypothetical protein","3","3","1","1","244","1","145","","449","449","449","","","","","","KEBGJNKE_00207","JEFDOCMN_00201","","","","","","","BOCOCLFO_00194","",""
"group_218","","hypothetical protein","3","3","1","1","52","1","37","","446","446","446","","","","","","","JEFDOCMN_00032","","","APLKDIED_00155","","","","BOCOCLFO_00033","",""
"group_219","","hypothetical protein","3","3","1","1","409","4","12","","470","473","472","","","","","","","JEFDOCMN_00116","","","APLKDIED_00085","","","","BOCOCLFO_00113","",""
"group_221","","hypothetical protein","3","3","1","1","270","1","133","","704","704","704","","","","","","","JEFDOCMN_00190","","","APLKDIED_00007","","","","BOCOCLFO_00181","",""
"group_241","","hypothetical protein","3","3","1","1","557","1","192","","104","104","104","NIGGIMMC_00084","","","","FGBNBECL_00180","","","","","","","","","","","OOCDCBIJ_00187"
"group_255","","hypothetical protein","3","3","1","1","154","1","309","","233","248","238","NIGGIMMC_00133","","","","","","","EGEOBHOM_00024","NGDEOPKE_00010","","","","","","",""
"group_278","","hypothetical protein","3","3","1","1","618","1","101","","236","236","236","","","AMNIBMGE_00001","DIEEDFHO_00196","","","","","","","","","","","FLJIFKPE_00005",""
"group_320","","hypothetical protein","3","3","1","1","173","1","284","","380","380","380","","","AMNIBMGE_00189","DIEEDFHO_00019","","","","","","","","MHALOBAC_00023","","","",""
"group_322","","hypothetical protein","3","3","1","1","180","1","273","","305","326","319","","","AMNIBMGE_00192","DIEEDFHO_00016","","","","","","","","MHALOBAC_00020","","","",""
"group_323","","hypothetical protein","3","3","1","1","163","1","291","","218","218","218","","","AMNIBMGE_00195","DIEEDFHO_00013","","","","","","","","MHALOBAC_00017","","","",""
"group_33","","hypothetical protein","3","3","1","1","526","2","3","","752","752","752","","","","","","","JEFDOCMN_00165","","","APLKDIED_00036","","MHALOBAC_00173","","","",""
"group_332","","hypothetical protein","3","3","1","1","617","1","104","","257","257","257","","","","DIEEDFHO_00195","","KEBGJNKE_00001","","","","","","","","","FLJIFKPE_00004",""
"group_333","","hypothetical protein","3","3","1","1","212","1","260","","239","239","239","","","","","FGBNBECL_00017","","","","","","","","IJMJAIPA_00060","","","OOCDCBIJ_00027"
"group_336","","Putative endonuclease","3","3","1","1","386","3","5","","938","938","938","","","","","FGBNBECL_00101","","","","","","","","IJMJAIPA_00184","","FLJIFKPE_00125",""
"group_338","","hypothetical protein","3","3","1","1","188","1","269","","215","224","218","","","","","","KEBGJNKE_00019","","","","APLKDIED_00175","","","","","FLJIFKPE_00025",""
"group_341","","tRNA-Leu(tag)","3","3","1","1","353","1","430","","75","75","75","","","","","","KEBGJNKE_00096","JEFDOCMN_00082","","","","","MHALOBAC_00094","","","",""
"group_345","","hypothetical protein","3","3","1","1","190","1","296","","272","272","272","","","","","","","JEFDOCMN_00010","","","APLKDIED_00177","","","","BOCOCLFO_00012","",""
"group_346","","hypothetical protein","3","3","1","1","186","1","293","","224","227","225","","","","","","","JEFDOCMN_00013","","","APLKDIED_00174","","","","BOCOCLFO_00015","",""
"group_348","","hypothetical protein","3","3","1","1","178","1","287","","422","422","422","","","","","","","JEFDOCMN_00018","","","APLKDIED_00169","","","","BOCOCLFO_00020","",""
"group_349","","hypothetical protein","3","3","1","1","168","1","279","","584","590","586","","","","","","","JEFDOCMN_00023","","","APLKDIED_00164","","","","BOCOCLFO_00024","",""
"group_352","","hypothetical protein","3","3","1","1","322","1","389","","629","629","629","","","","","","","JEFDOCMN_00053","","","APLKDIED_00134","","","","BOCOCLFO_00055","",""
"group_356","","hypothetical protein","3","3","1","1","305","1","437","","254","254","254","","","","","","","JEFDOCMN_00078","","","APLKDIED_00116","","","","","FLJIFKPE_00095",""
"group_358","","hypothetical protein","3","3","1","1","287","1","117","","113","113","113","","","","","","","JEFDOCMN_00176","","","APLKDIED_00021","","","","BOCOCLFO_00167","",""
"group_359","","hypothetical protein","3","3","1","1","277","1","127","","548","548","548","","","","","","","JEFDOCMN_00185","","","APLKDIED_00012","","","","BOCOCLFO_00176","",""
"group_363","","hypothetical protein","3","3","1","1","594","1","245","","89","89","89","","","","","","","","EGEOBHOM_00004","NGDEOPKE_00200","","","","","","","OOCDCBIJ_00008"
"group_368","","hypothetical protein","3","3","1","1","40","1","28","","380","380","380","","","","","","","","","","APLKDIED_00161","","MHALOBAC_00031","","BOCOCLFO_00027","",""
"group_420","","hypothetical protein","3","3","1","1","16","1","65","","473","473","473","NIGGIMMC_00151","","","","","","","","","","EFIMCMEB_00161","","","","","OOCDCBIJ_00056"
"group_424","","hypothetical protein","3","3","1","1","114","1","350","","413","413","413","NIGGIMMC_00166","","","","FGBNBECL_00060","","","","","","","","","","","OOCDCBIJ_00071"
"group_430","","hypothetical protein","3","3","1","1","385","3","14","","923","923","923","","ENPKHIHN_00006","","","","","","EGEOBHOM_00103","NGDEOPKE_00091","","","","","","",""
"group_431","","hypothetical protein","3","3","1","1","295","2","53","","2003","2003","2003","","ENPKHIHN_00036","","","","","","","","","EFIMCMEB_00068","","IJMJAIPA_00153","","",""
"group_442","","hypothetical protein","3","3","1","1","361","1","421","","266","266","266","","ENPKHIHN_00195","","","","","","","","","EFIMCMEB_00114","","","","","OOCDCBIJ_00101"
"group_443","","hypothetical protein","3","3","1","1","616","1","102","","407","407","407","","","AMNIBMGE_00002","","","KEBGJNKE_00211","","","","","","","","","FLJIFKPE_00003",""
"group_444","","hypothetical protein","3","3","1","1","242","1","106","","299","305","303","","","AMNIBMGE_00007","DIEEDFHO_00190","","KEBGJNKE_00206","","","","","","","","","",""
"group_495","","hypothetical protein","3","3","1","1","166","1","24","","212","212","212","","","AMNIBMGE_00182","DIEEDFHO_00026","","","","","","","","MHALOBAC_00028","","","",""
"group_499","","hypothetical protein","3","3","1","1","164","1","270","","176","176","176","","","AMNIBMGE_00193","DIEEDFHO_00015","","","","","","","","MHALOBAC_00019","","","",""
"group_501","","hypothetical protein","3","3","1","1","1","1","163","","317","317","317","","","AMNIBMGE_00208","DIEEDFHO_00002","","","","","","","","MHALOBAC_00005","","","",""
"group_502","","hypothetical protein","3","3","1","1","218","1","89","","203","203","203","","","","DIEEDFHO_00006","","KEBGJNKE_00010","","","","","","","","","FLJIFKPE_00016",""
"group_536","","hypothetical protein","3","3","1","1","189","1","295","","410","410","410","","","","","","","JEFDOCMN_00011","","","APLKDIED_00176","","","","BOCOCLFO_00013","",""
"group_544","","hypothetical protein","3","3","1","1","328","1","397","","467","467","467","","","","","","","JEFDOCMN_00055","","","APLKDIED_00132","","","","BOCOCLFO_00057","",""
"group_552","","hypothetical protein","3","3","1","1","528","2","5","","476","476","476","","","","","","","JEFDOCMN_00166","","","APLKDIED_00034","","MHALOBAC_00174","","","",""
"group_553","","hypothetical protein","3","3","1","1","285","1","118","","269","269","269","","","","","","","JEFDOCMN_00177","","","APLKDIED_00020","","","","BOCOCLFO_00168","",""
"group_561","","hypothetical protein","3","3","1","1","225","1","232","","332","332","332","","","","","","","","EGEOBHOM_00198","NGDEOPKE_00188","","","","IJMJAIPA_00086","","",""
"group_2","","hypothetical protein","2","2","1","1","380","3","11","","197","203","200","","ENPKHIHN_00003","","","","","","EGEOBHOM_00100","","","","","","","",""
